10,false,true,true,true
20,false,true,true,true
30,false,true,true,true
40,false,true,true,true
50,false,true,true,true
60,false,true,true,true
70,false,true,true,true
80,false,true,true,true
130,false,true,true,true
220,false,true,true,true
240,false,true,true,true
280,false,true,true,true
300,false,true,true,true
320,false,true,true,true
340,false,true,true,true
360,false,true,true,true
380,false,true,true,true
400,false,true,true,true
420,false,true,true,true
440,false,true,true,true
500,true,true,true,false
550,true,true,true,true
570,false,true,true,true
620,true,true,true,true
630,false,true,false,false
730,true,true,true,true
1200,false,true,true,true
1250,false,true,true,true
1500,false,true,true,true
1510,false,true,true,true
1520,false,true,true,true
1530,false,true,true,false
1700,false,true,false,false
1840,false,true,false,false
1900,false,true,true,true
1930,false,true,true,true
2100,false,true,false,false
2200,false,true,false,false
2210,false,true,false,false
2270,false,true,false,false
2280,true,true,false,false
2290,false,true,false,false
2300,true,true,false,false
2310,false,true,false,false
2320,false,true,false,false
2330,false,true,false,false
2360,false,true,false,false
2400,false,true,false,false
2420,false,true,false,false
2500,false,true,true,false
2590,false,true,false,false
2600,false,true,false,false
2620,false,true,false,false
2630,false,true,true,false
2640,false,true,false,false
2700,false,true,true,false
2800,false,true,false,false
2810,false,true,true,true
2820,true,true,true,true
2840,false,true,false,false
2850,false,true,false,false
2870,true,true,true,true
2990,false,true,false,false
3130,false,true,false,false
3170,false,true,true,false
3270,false,true,false,false
3320,false,true,false,false
3480,false,true,true,false
3483,false,true,false,false
3590,false,true,true,false
3700,false,true,false,false
3720,false,true,false,false
3730,false,true,false,false
3830,false,true,true,true
3900,false,true,true,false
3910,false,true,false,false
3920,false,true,false,false
3990,false,true,true,false
4000,false,true,true,true
4500,false,true,false,false
4560,false,true,false,false
4570,false,true,false,false
4580,false,true,false,false
4700,false,true,true,true
4720,false,true,false,false
4760,false,true,false,false
4770,false,true,false,false
4780,false,true,true,true
4850,false,true,false,false
6000,false,true,false,false
6010,false,true,true,false
6020,false,true,true,false
6030,false,true,true,false
6060,false,true,false,false
6120,true,true,true,true
6220,false,true,false,false
6310,false,true,false,false
6370,false,true,false,false
6510,false,true,false,false
6550,false,true,false,false
6800,false,true,false,false
6810,false,true,false,false
6830,false,true,false,false
6840,false,true,false,false
6850,false,true,false,false
6860,false,true,false,false
6870,false,true,false,false
6880,false,true,false,false
6900,false,true,false,false
6910,false,true,false,false
6920,false,true,false,false
6980,false,true,false,false
7000,false,true,false,false
7520,true,true,true,false
7600,false,true,true,false
7650,false,true,false,false
7660,false,true,false,false
7670,false,true,false,false
7760,false,true,false,false
7830,false,true,false,false
7940,false,true,true,false
8000,false,true,false,false
8080,false,true,false,false
8140,false,true,false,false
8170,false,true,false,false
8190,true,true,false,false
8230,false,true,false,false
8500,false,true,true,false
8600,false,true,false,false
8800,false,true,true,false
8850,true,true,false,false
8870,true,true,true,true
8930,false,true,true,true
8980,false,true,false,false
9000,false,true,false,false
9010,false,true,false,false
9030,false,true,false,false
9050,false,true,false,false
9160,false,true,false,false
9180,false,true,false,false
9200,false,true,false,false
9310,false,true,false,false
9340,false,true,false,false
9350,false,true,false,false
9420,false,true,false,false
9450,false,true,false,false
9460,false,true,false,false
9480,false,true,false,true
9880,false,true,false,false
10090,false,true,false,false
10150,false,true,false,false
10180,false,true,true,false
10500,false,true,true,true
10680,false,true,false,false
11020,false,true,false,false
11200,false,true,true,false
11450,false,true,true,true
12100,false,true,false,false
12110,false,true,false,false
12120,false,true,false,false
12140,false,true,false,false
12150,false,true,false,false
12170,false,true,false,false
12180,false,true,false,false
12200,false,true,false,false
12210,false,true,false,false
12220,false,true,false,false
12320,false,true,false,false
12360,false,true,false,false
12710,false,true,true,true
12770,true,true,false,false
12810,false,true,true,true
12830,false,true,false,false
12900,true,true,false,false
13140,false,true,false,false
13200,false,true,false,false
13210,false,true,false,false
13230,false,true,false,false
13240,false,true,false,false
13250,false,true,false,false
13500,false,true,false,false
13520,false,true,false,false
13530,false,true,false,false
13560,false,true,false,false
13570,false,true,false,false
13580,false,true,false,false
13600,false,true,false,false
15100,false,true,false,false
15120,false,true,false,false
15130,false,true,false,false
15170,false,true,false,false
15320,false,true,false,false
15370,false,true,false,false
15560,true,true,false,true
15620,false,true,true,true
15700,false,true,false,false
15710,false,true,false,false
15740,false,true,false,false
15750,false,true,false,false
16720,false,true,true,false
16730,false,true,false,false
16810,false,true,true,false
16900,false,true,false,false
17080,false,true,false,false
17300,false,true,false,false
17330,false,true,false,false
17390,false,true,false,false
17410,true,true,false,false
17430,false,true,false,false
17440,false,true,false,false
17450,false,true,false,false
17460,false,true,false,false
17470,true,true,false,false
17480,false,true,false,false
17500,false,true,false,true
17570,false,true,true,true
17580,false,true,false,true
17710,false,true,true,true
18500,true,true,false,false
18700,false,true,true,true
19830,false,true,false,false
19900,false,true,false,false
19980,false,true,false,false
20500,true,true,false,false
20510,false,true,false,false
20530,false,true,false,false
20540,false,true,false,false
20550,false,true,false,false
20570,false,true,true,true
20820,false,true,true,true
20900,false,true,true,false
20920,false,true,true,true
21000,true,true,false,false
21090,false,true,false,false
21100,false,true,false,false
21130,true,true,false,false
21670,false,true,false,false
21680,false,true,false,false
21690,true,true,false,false
21980,false,true,false,false
22000,false,true,true,true
22100,false,true,false,false
22120,false,true,true,true
22180,false,true,true,true
22200,false,true,false,false
22230,false,true,false,false
22300,false,true,false,false
22320,false,true,false,false
22330,false,true,false,false
22340,false,true,false,false
22350,false,true,false,false
22370,false,true,false,false
22490,false,true,false,false
22600,false,true,true,true
22610,false,true,false,false
22650,false,true,false,false
22670,false,true,false,false
23310,false,true,false,false
23450,false,true,false,false
23490,false,true,false,false
24010,true,true,false,false
24200,false,true,false,false
24240,false,true,false,false
24400,false,true,false,false
24420,false,true,false,true
24720,false,true,false,false
24740,false,true,false,false
24780,false,true,true,false
24790,false,true,false,false
24800,false,true,false,false
24810,false,true,false,false
24840,false,true,false,false
24870,false,true,false,false
24960,false,true,false,false
24980,false,true,false,false
25000,false,true,true,true
25800,false,true,true,false
25890,false,true,true,false
25900,false,true,true,false
25980,false,true,false,false
26500,false,true,true,true
26800,true,true,true,true
26900,false,true,true,false
28000,false,true,false,false
29180,false,true,true,true
29800,false,true,true,false
31170,false,true,false,false
31270,false,true,true,false
31280,false,true,true,false
31290,false,true,true,false
32360,true,true,false,false
32370,false,true,true,false
32380,false,true,false,false
32390,false,true,false,false
32400,false,true,true,false
32420,false,true,false,false
32430,false,true,true,false
32440,true,true,false,false
32460,true,true,false,false
32470,false,true,false,false
32500,false,true,false,false
32510,false,true,false,false
32800,false,true,false,false
33100,false,true,false,false
33110,false,true,false,false
33120,false,true,false,false
33210,false,true,false,false
33230,false,true,false,false
33320,false,true,false,false
33460,false,true,false,false
33520,false,true,false,false
33900,false,true,false,false
33930,false,true,false,false
34010,false,true,false,false
34030,false,true,true,false
34270,true,true,true,true
34600,false,true,false,false
34830,false,true,false,false
34870,true,true,false,false
34900,false,true,false,false
35000,false,true,false,false
35130,false,true,false,false
35140,false,true,false,false
35450,false,true,false,false
35460,false,true,false,false
35480,false,true,true,true
35700,true,true,true,true
35720,true,true,true,true
37400,false,true,false,false
38400,false,true,false,false
38410,false,true,false,false
38420,false,true,false,false
38600,false,true,true,false
38700,true,true,true,true
38740,true,true,true,true
39000,false,true,false,false
39120,false,true,false,false
39140,false,true,false,false
39150,false,true,false,false
39190,false,true,false,false
39200,false,true,false,false
39210,false,true,false,false
39500,false,true,false,false
39510,false,true,false,false
39540,false,true,false,false
39650,false,true,false,false
39660,false,true,false,false
39680,false,true,false,false
39690,false,true,false,false
39800,true,true,true,true
40100,false,true,false,false
40300,false,true,false,false
40390,false,true,false,false
40400,false,true,true,true
40700,true,true,true,false
40800,true,true,true,true
40950,false,true,false,false
40960,false,true,false,false
40970,false,true,false,false
40980,false,true,false,false
40990,false,true,false,false
41000,false,true,false,false
41060,false,true,false,false
41070,true,true,true,true
41100,false,true,true,true
41300,false,true,true,true
41500,false,true,true,false
41700,false,true,false,false
41900,false,true,true,true
42120,false,true,false,false
42170,false,true,true,false
42500,false,true,false,false
42670,false,true,false,false
42700,false,true,false,false
42910,true,true,false,false
42960,false,true,false,false
42990,false,true,false,false
43000,false,true,false,false
44350,true,true,false,false
44360,false,true,false,false
45200,false,true,false,false
45700,true,true,false,false
45740,false,true,false,false
45760,true,true,false,false
45770,false,true,false,false
46500,false,true,true,false
46510,false,true,true,false
47400,false,true,true,true
47410,false,true,false,false
47700,false,true,false,false
47780,false,true,false,false
47790,false,true,false,false
47800,false,true,false,false
47810,false,true,false,false
47870,false,true,false,false
47890,false,true,false,false
48000,true,true,true,true
48190,false,true,false,false
48220,false,true,false,false
48240,false,true,false,false
48700,false,true,true,true
48720,false,true,false,false
48950,false,true,false,false
49520,true,true,true,true
49540,true,true,false,false
49600,true,true,true,true
50130,false,true,false,false
50300,true,true,true,true
50620,false,true,false,false
55040,false,true,true,true
55100,false,true,false,false
55110,false,true,false,false
55140,false,true,false,false
55150,true,true,false,false
55230,false,true,false,true
57300,true,true,true,true
57650,false,true,false,false
57690,false,true,false,false
57740,false,true,true,true
57900,false,true,true,false
58520,false,true,false,false
58610,false,true,true,true
61700,false,true,false,false
63000,true,true,true,true
63200,false,true,false,false
63380,false,true,false,false
63500,false,true,true,false
63700,false,true,true,false
63710,true,true,true,false
63910,false,true,false,false
63940,false,true,false,false
64000,false,true,false,false
65540,false,true,false,false
65560,false,true,false,false
65600,false,true,false,false
65730,false,true,false,false
65740,false,true,false,false
65780,false,true,false,false
65790,false,true,false,false
65800,true,true,true,true
65930,true,true,true,false
65980,false,true,true,true
67370,false,true,true,false
70000,false,true,false,false
70100,false,true,true,true
70120,false,true,true,true
70600,false,true,false,false
70620,false,true,true,false
70660,false,true,false,false
71230,false,true,false,false
71340,true,true,false,false
72000,true,true,false,true
72200,false,true,false,false
72850,false,true,false,false
73010,false,true,true,true
73020,false,true,false,false
73170,false,true,false,false
78000,false,true,true,false
91200,true,true,true,true
91330,false,true,false,false
91600,false,true,true,false
91700,false,true,false,false
92000,false,true,false,false
92100,false,true,false,false
92800,false,true,true,true
93200,false,true,true,true
94200,true,true,true,false
94400,true,true,true,false
